int64_field_0,player_name,teamId,gamesPlayed,points,goals,twoPointGoals,assists,powerPlayGoals,shortHandedGoals,pim,shots,twoPointShots,shotsOnGoal,twoPointShotsOnGoal,SOFF,groundBalls,faceoffs,faceoffsWon,faceoffsLost,turnovers,causedTurnovers,goalsAgainst,GAA,twoPointGoalsAgainst,twoPtGaa,saves,numPenalties,savePct,goalieWins,goalieLosses,goalieTies,gamesStarted,tof,statLeague,seasonSegment
191,Shane Simpson,BAY,1,2,2,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
318,Ryan Walsh,NYL,8,20,17,0,3,0,0,1,44,0,29,0,15,8,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
321,Scott Corcoran,NYL,16,1,1,0,0,0,0,2,8,0,1,0,7,31,1,1,0,6,15,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
325,Sean Eccles,OUT,3,2,1,0,1,0,0,0,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
326,Sean Lawton,OUT,4,5,2,1,2,0,0,0,14,0,10,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
332,Shane Simpson,BAY,8,8,6,0,2,0,0,3,30,0,18,0,12,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
373,Will Nowesnick,BLZ,14,0,0,0,0,0,0,1,1,0,0,0,1,33,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
351,Tim Edwards,CAN,14,7,2,0,5,0,0,0,2,0,2,0,0,19,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
194,Steele Stanwick,BAY,2,7,4,0,3,0,0,0,7,0,7,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
273,Sean Mayle,OUT,4,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
337,Steele Stanwick,BAY,15,50,23,0,27,0,0,1,56,0,41,0,15,19,0,0,0,15,6,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
274,Sean O'Brien,NYL,5,8,6,0,2,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
328,Sean O'Brien,NYL,5,3,3,0,0,0,0,0,17,0,5,0,12,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
275,Sean Sconone,HAM,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,57,9.12,0,0,76,0,0.5714285714,0,0,0,0,18000,MLL,regular
80,Connor OHara,CAN,14,32,28,0,4,0,0,2,69,0,47,0,22,22,0,0,0,12,5,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
329,Sean Sconone,RAT,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,6,7,133,9.672727273,4,0.2909090909,168,0,0.5581395349,0,0,0,0,39600,MLL,regular
90,David Manning,BLZ,15,0,0,0,0,0,0,4,0,0,0,0,0,23,1,0,1,7,3,0,0,0,0,0,3,0,0,0,0,0,0,MLL,regular
286,Nick Marrocco,CAN,15,0,0,0,0,0,0,3,0,0,0,0,0,57,0,0,0,2,5,188,10.19277108,5,0.2710843373,190,2,0.5026455026,0,0,0,0,53120,MLL,regular
336,Stanny Gilbertson,OUT,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
282,Steven Romano,NYL,5,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
341,Steven Romano,NYL,15,4,3,0,1,0,0,4,10,0,5,0,5,10,0,0,0,7,5,0,0,0,0,0,4,0,0,0,0,0,0,MLL,regular
348,Thomas Hoggarth,BAY,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
283,Taylor Stuart,OUT,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
199,Taylor Stuart,OUT,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
345,Taylor Stuart,OUT,9,4,1,0,3,0,0,1,4,0,2,0,2,11,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
365,Tyler Barbarich,BAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
43,Bryan Cole,BLZ,15,53,39,0,14,0,0,8,77,0,49,0,28,24,0,0,0,29,3,0,0,0,0,0,7,0,0,0,0,0,0,MLL,regular
218,Kyle Jackson,CAN,15,32,24,1,7,0,0,1,78,0,46,0,32,24,0,0,0,22,3,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
334,Shayne Jackson,BLZ,15,58,43,0,15,0,0,1,89,0,58,0,31,14,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
347,Teddy Hatfield,RAT,3,5,2,0,3,0,0,0,7,0,5,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
382,Zed Williams,CAN,15,44,32,1,11,0,0,1,109,0,63,0,46,36,0,0,0,33,2,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
305,Warren Jeffrey,BAY,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
285,Thomas O'Connell,NYL,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
214,Warren Jeffrey,BAY,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
344,Tate Boyce,CAN,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,14.33145824,0,0,22,0,0.4888888889,0,0,0,0,4622,MLL,regular
369,Warren Jeffrey,BAY,14,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,2,11,0,0,0,0,0,4,0,0,0,0,0,0,MLL,regular
350,Tim Barber,OUT,14,10,7,1,2,0,0,0,36,0,18,0,18,10,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
356,Timmy Monahan,RAT,2,2,1,0,1,0,0,0,3,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
62,Chris Madalon,BLZ,16,0,0,0,0,0,0,0,2,0,1,0,1,68,0,0,0,11,2,198,11.21945461,8,0.4533112974,204,0,0.5074626866,0,0,0,0,50826,MLL,regular
292,Tom Rigney,OUT,5,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
295,Tommy Wright,NYL,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
297,Trevor Smyth,HAM,5,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
310,Will Renz,HAM,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
5,Alex Woodall,BLZ,16,7,3,0,4,0,0,0,9,0,7,0,2,140,510,255,255,11,0,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
311,Will Sands,HAM,5,15,4,0,11,0,0,0,17,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
375,Will Snider,OUT,8,7,5,1,1,0,0,0,21,0,11,0,10,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
228,Liam Byrnes,BLZ,16,10,4,0,6,0,0,5,10,0,6,0,4,64,0,0,0,13,30,0,0,0,0,0,5,0,0,0,0,0,0,MLL,regular
357,TJ Comizio,BLZ,16,14,6,0,8,0,0,4,14,0,12,0,2,43,1,0,1,15,9,0,0,0,0,0,4,0,0,0,0,0,0,MLL,regular
220,Zach Currier,OUT,2,6,4,0,2,0,0,0,13,0,9,0,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
377,Zach Currier,OUT,13,36,18,1,17,0,0,8,72,0,35,0,37,47,0,0,0,25,5,0,0,0,0,0,5,0,0,0,0,0,0,MLL,regular
378,Zach Goodrich,CAN,16,8,6,0,2,0,0,3,17,0,10,0,7,30,2,1,1,7,15,0,0,0,0,0,5,0,0,0,0,0,0,MLL,regular
320,Ryland Rees,CAN,16,9,6,1,2,0,0,6,25,0,14,0,11,63,1,0,1,8,15,0,0,0,0,0,6,0,0,0,0,0,0,MLL,regular
74,Colton Jackson,BLZ,16,7,4,0,3,0,0,0,41,0,14,0,27,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
312,Will Weitzel,BAY,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
374,Will Sands,CAN,16,47,15,0,32,0,0,0,52,0,30,0,22,29,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
360,Tommy Palasek,BLZ,16,63,28,0,35,0,0,0,61,0,51,0,10,27,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
67,Christian Mazzone,BLZ,16,42,33,0,9,0,0,1,65,0,49,0,16,40,0,0,0,27,1,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
222,Zach Melillo,OUT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,post
376,Zac Prattson,BAY,6,0,0,0,0,0,0,2,1,0,1,0,0,13,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,MLL,regular
29,Brendan Sunday,BLZ,16,35,24,0,11,0,0,1,73,0,47,0,26,23,0,0,0,21,1,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
379,Zach Melillo,OUT,2,0,0,0,0,0,0,0,0,0,0,0,0,4,29,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
380,Zach Runberg,OUT,7,4,2,0,2,0,0,0,8,0,4,0,4,12,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
316,Zach Melillo,BAY,5,1,0,0,1,0,0,0,0,0,0,0,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
234,Mark Cockerton,CAN,16,52,43,0,9,0,0,1,137,0,88,0,49,38,0,0,0,20,5,0,0,0,0,0,1,0,0,0,0,0,0,MLL,regular
381,Zack Greer,RAT,9,15,12,0,3,0,0,0,24,0,16,0,8,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MLL,regular
